"","PheCode","PheName","pvalue","beta","beta.ci","ICD.9","beta.lb","beta.ub","phe.PM.count","joint.PM.count","AD.PM.count","P.PM.phe.given.AD","P.PM.AD.given.phe","beta.se"
"11",599.4,"Urinary incontinence",0.0509640126847506,0.725742516449522,"[-0.00304210512309788, 1.45452713802214]","788.3,788.30,788.31,788.32,788.33,788.34,788.35,788.36,788.37,788.38,788.39",-0.00304210512309788,1.45452713802214,45703,225,194736,0.00115541040177471,0.00492309038793952,0.371835721126092
"12",386,"Vertiginous syndromes and other disorders of vestibular system",0.00751970567206567,1.56113942097858,"[0.416401931576378, 2.70587691038079]","386,386.9",0.416401931576378,2.70587691038079,0,0,194736,0,NA,0.584060471739148
"13",800.1,"Fracture of neck of femur",0.363805044272383,0.676096564416439,"[-0.783069516143695, 2.13526264497657]","820,820.0,820.00,820.01,820.02,820.03,820.09,820.1,820.10,820.11,820.12,820.13,820.19,820.2,820.20,820.21,820.3,820.30,820.31,820.8,820.80,820.9,905.3,V54.13",-0.783069516143695,2.13526264497657,10914,39,194736,0.000200271136307616,0.00357339197361187,0.744486170189784
"14",681.5,"Cellulitis and abscess of leg, except foot",0.0562489520420122,2,"[-0.0532838180112569, 4.05328381801126]","682.6",-0.0532838180112569,4.05328381801126,0,0,194736,0,NA,1.04761303483498
"15",240,"Simple and unspecified goiter",0.0374133100601379,1.55509648871693,"[0.0906065797860622, 3.0195863976478]","240,240.0,240.9",0.0906065797860622,3.0195863976478,38875,70,194736,0.000359461013885465,0.00180064308681672,0.74720245906689
"16",788,"Syncope and collapse",0.46325584228409,0.562396177228114,"[-0.940374043712967, 2.0651663981692]","780.2",-0.940374043712967,2.0651663981692,26719,149,194736,0.000765138443841919,0.00557655600883267,0.766733589389775
"17",574.3,"Cholecystitis without cholelithiasis",0.130036903016637,1.81351188713769,"[-0.534255875991215, 4.16127965026659]","575.0,575.1,575.10,575.11,575.12",-0.534255875991215,4.16127965026659,18343,11,194736,5.64867307534303e-05,0.000599683803085646,1.19786270648226
"18",512.9,"Other dyspnea",0.607558672683093,0.38190038328291,"[-1.07559038039702, 1.83939114696284]","786.09",-1.07559038039702,1.83939114696284,118202,152,194736,0.000780543915865582,0.00128593424815147,0.743631400972889
"19",290.3,"Other persistent mental disorders due to conditions classified elsewhere",0.000288132208835324,2,"[0.91886204802947, 3.08113795197053]","294.8,294.9,310.1",0.91886204802947,3.08113795197053,92934,16018,194736,0.0822549502916769,0.172358878343771,0.551611131887324
"20",721,"Spondylosis and allied disorders",0.237705745027778,0.309171699417032,"[-0.204036147398307, 0.822379546232372]","721,721.7,721.9",-0.204036147398307,0.822379546232372,8757,17,194736,8.72976748007559e-05,0.00194130409957748,0.261845549644513
"21",796,"Elevated prostate specific antigen [PSA]",7.5469258426911e-06,1.185388298557,"[0.666518252620564, 1.70425834449343]","790.93",0.666518252620564,1.70425834449343,2337,6,194736,3.08109440473256e-05,0.00256739409499358,0.26473447983188
"22",1010,"Other tests",0.00765676608729187,1.52667115004479,"[0.404662241872126, 2.64868005821746]","792,792.9,793,793.9,793.99,794,795.07,795.08,795.18,795.3,795.39,795.5,795.51,795.52,795.6,796,796.0,796.4,796.77,796.78,796.9,V01.0,V01.1,V01.2,V01.3,V01.4,V01.5,V01.6,V01.7,V01.71,V01.79,V01.8,V01.81,V01.82,V01.83,V01.84,V01.89,V01.9,V02.0,V02.1,V02.2,V02.3,V02.4,V02.5,V02.51,V02.52,V02.53,V02.54,V02.59,V02.6,V02.60,V02.61,V02.62,V02.69,V02.7,V02.8,V02.9,V03.0,V03.1,V03.2,V03.3,V03.4,V03.5,V03.6,V03.7,V03.8,V03.81,V03.82,V03.89,V03.9,V04.0,V04.1,V04.2,V04.3,V04.4,V04.5,V04.6,V04.7,V04.8,V04.81,V04.82,V04.89,V05.0,V05.1,V05.2,V05.3,V05.4,V05.8,V05.9,V06.0,V06.1,V06.2,V06.3,V06.4,V06.5,V06.6,V06.8,V06.9,V28.6,V71.2,V71.82,V71.83,V72.7,V73.0,V73.1,V73.2,V73.3,V73.4,V73.5,V73.6,V73.8,V73.81,V73.88,V73.89,V73.9,V73.98,V73.99,V74.0,V74.1,V74.2,V74.3,V74.4,V74.5,V74.6,V74.8,V74.9,V75.0,V75.1,V75.2,V75.3,V75.4,V75.5,V75.6,V75.7,V75.8,V75.9",0.404662241872126,2.64868005821746,265506,2520,194736,0.0129405964998768,0.00949131093082642,0.572464043739034
"23",411.8,"Other chronic ischemic heart disease, unspecified",0.529264858899061,-0.391176201150673,"[-1.60983205125349, 0.827479648952145]","414,414.8,414.9",-1.60983205125349,0.827479648952145,418549,1031,194736,0.00529434721879878,0.00246327192276173,0.621774614082412
"24",979,"Adverse drug events and drug allergies",0.0416590199193157,-0.741866565336904,"[-1.45570834080139, -0.0280247898724147]","528.02,909.0,909.5,977,977.0,977.1,977.2,977.4,977.8,977.9,995.2,995.20,995.21,995.27,995.29,E858,E858.8,E858.9,E947,E947.0,E947.1,E947.2,E947.4,E947.8,E947.9",-1.45570834080139,-0.0280247898724147,112400,424,194736,0.00217730671267768,0.00377224199288256,0.36421167995697
"25",290.1,"Dementias",0.225942051957884,1.93717778641734,"[-1.1983963714006, 5.07275194423528]","290.00,290.1,290.10,290.11,290.12,290.13,294.1,294.10,294.11,294.2,294.20,294.21",-1.1983963714006,5.07275194423528,276569,194715,194736,0.999892161695834,0.704037690413604,1.5998121305039
"26",513.3,"Hypoventilation",0.00774469963157738,1.6643946749248,"[0.439403538934086, 2.88938581091551]","278.03,782.5",0.439403538934086,2.88938581091551,14100,24,194736,0.000123243776189302,0.00170212765957447,0.62500696219588
"27",416,"Cardiomegaly",0.0325950594267406,0.467368829599509,"[0.038725582045558, 0.896012077153459]","429.3",0.038725582045558,0.896012077153459,60781,234,194736,0.0012016268178457,0.00384988730030766,0.218699553121911
"28",292.1,"Aphasia/speech disturbance",0.265517399775532,0.722858835035812,"[-0.549568099543533, 1.99528576961516]","784.5,784.51,784.52,784.59,799.52",-0.549568099543533,1.99528576961516,34711,695,194736,0.00356893435214855,0.0200224712627121,0.649209344975768
"29",362.4,"Retinal vascular changes and abnomalities",0.270207068907824,-0.970173588823148,"[-2.69476069157692, 0.754413513930627]","362.1,362.13,362.14,362.15,362.16,362.17,362.18,362.3,362.30,362.31,362.32,362.33,362.34,362.35,362.36,362.37",-2.69476069157692,0.754413513930627,20149,51,194736,0.000261893024402268,0.00253114298476351,0.879907547463677
"30",291.8,"Alteration of consciousness",0.126405370598717,1.90466311185037,"[-0.537756080568268, 4.34708230426901]","780.0,780.09",-0.537756080568268,4.34708230426901,103552,775,194736,0.00397974693944622,0.00748416254635352,1.24615513942304
"31",512.7,"Shortness of breath",0.173620014005618,-2,"[-4.88089421210421, 0.880894212104212]","786.05",-4.88089421210421,0.880894212104212,59382,131,194736,0.000672705611699942,0.00220605570711663,1.46987099499192
"32",386.9,"Dizziness and giddiness (Light-headedness and vertigo)",0.332092245472733,0.541451891950732,"[-0.552699278711373, 1.63560306261284]","780.4",-0.552699278711373,1.63560306261284,31655,207,194736,0.00106297756963273,0.00653925130311167,0.55825065118167
"33",726,"Peripheral enthesopathies and allied syndromes",0.119294079662674,-0.435627888119196,"[-0.983738027549001, 0.112482251310609]","726,726.10,726.13,726.19,726.2,726.31,726.32",-0.983738027549001,0.112482251310609,9689,8,194736,4.10812587297675e-05,0.000825678604603158,0.279653169013935
"34",465,"Acute upper respiratory infections of multiple or unspecified sites",0.0983218263753984,-1.33716244829768,"[-2.92259489655347, 0.248269999958101]","032.0,032.1,032.2,032.3,034.0,460,464.3,464.30,464.31,464.5,464.50,464.51,465,465.0,465.8,465.9",-2.92259489655347,0.248269999958101,478765,1109,194736,0.00569488949141402,0.00231637651039654,0.808908970145101
"35",380.1,"Otitis externa",0.121643815479675,0.397384045091919,"[-0.105783516646738, 0.900551606830576]","380.1,380.10,380.11,380.12,380.13,380.14,380.15,380.16,380.2,380.22,380.23",-0.105783516646738,0.900551606830576,3002,2,194736,1.02703146824419e-05,0.000666222518321119,0.256722861087029
"36",737.1,"Kyphosis (acquired)",0.241706231582781,0.425106829337389,"[-0.286579164986012, 1.13679282366079]","737.0,737.1,737.10,737.11,737.12,737.19,737.41",-0.286579164986012,1.13679282366079,10684,8,194736,4.10812587297675e-05,0.00074878322725571,0.363111771408602
"37",531.2,"Gastric ulcer",0.977260818582916,0.0339576900198081,"[-2.30107337587855, 2.36898875591816]","531.1,531.10,531.11,531.3,531.30,531.31,531.5,531.50,531.51,531.7,531.70,531.71,531.9,531.90,531.91",-2.30107337587855,2.36898875591816,41983,89,194736,0.000457029003368663,0.002119905676107,1.19136427215846
"38",536.8,"Dyspepsia and other specified disorders of function of stomach",0.789625966906167,0.36611952794364,"[-2.32350158754118, 3.05574064342846]","536.8",-2.32350158754118,3.05574064342846,16190,35,194736,0.000179730506942733,0.00216182828906733,1.37228088714906
"39",579.2,"Splenomegaly",0.30610713804447,1.57824505387802,"[-1.44425752799391, 4.60074763574996]","789.2",-1.44425752799391,4.60074763574996,19562,60,194736,0.000308109440473256,0.00306717104590533,1.54212149086057
"40",586,"Other disorders of the kidney and ureters",0.432903600358594,-0.830658121869864,"[-2.90664917775039, 1.24533293401066]","593,593.8,593.89,593.9",-2.90664917775039,1.24533293401066,517153,1131,194736,0.00580786295292088,0.00218697368090294,1.05919857316547
"41",366,"Cataract",0.324344055060363,-0.504523291020086,"[-1.50784852814204, 0.49880194610187]","366,366.3,366.30,366.31,366.32,366.33,366.34,366.4,366.41,366.42,366.43,366.44,366.45,366.46,366.5,366.50,366.51,366.52,366.53,366.8,366.9,998.82,V43.1,V45.61",-1.50784852814204,0.49880194610187,58645,286,194736,0.00146865499958919,0.00487680109131213,0.511910037651742
"42",773,"Pain in limb",0.52469282049158,-0.657340389817423,"[-2.68266067375458, 1.36797989411974]","729.5,729.50",-2.68266067375458,1.36797989411974,13464,39,194736,0.000200271136307616,0.00289661319073084,1.0333456634472
"43",241,"Nontoxic nodular goiter",0.404309369799924,0.957690595359066,"[-1.29309172175091, 3.20847291246904]","241,241.9",-1.29309172175091,3.20847291246904,5327,3,194736,1.54054720236628e-05,0.000563168762905951,1.14837942679756
"44",965.1,"Opiates and related narcotics causing adverse effects in therapeutic use",0.729668809741128,0.244974896431222,"[-1.14446099838022, 1.63441079124266]","965.0,965.09,E850.0,E850.1,E850.2,E935.0,E935.1,E935.2,V14.5",-1.14446099838022,1.63441079124266,6,0,194736,0,0,0.708908891066945
"45",916,"Contusion",0.518115674022389,0.4474220219786,"[-0.909525443477159, 1.80436948743436]","906.3,920,920.0,921,921.1,921.2,921.3,921.9,922,922.0,922.1,922.2,922.3,922.31,922.32,922.33,922.4,922.8,922.9,923,923.0,923.00,923.01,923.02,923.03,923.09,923.1,923.10,923.11,923.2,923.20,923.21,923.3,923.8,923.9,924,924.0,924.00,924.01,924.1,924.10,924.11,924.2,924.20,924.21,924.3,924.4,924.5,924.8,924.9",-0.909525443477159,1.80436948743436,37504,60,194736,0.000308109440473256,0.00159982935153584,0.69233285721533
"46",740.9,"Osteoarthrosis NOS",0.650934044632473,-0.219465479385261,"[-1.17013449229098, 0.731203533520459]","715.9,715.90,715.91,715.92,715.93,715.94,715.95,715.96,715.97,715.98",-1.17013449229098,0.731203533520459,376726,849,194736,0.00435974858269657,0.00225362730472545,0.485044123465776
"47",610.4,"Benign neoplasm of breast",0.502221288926252,-0.430506961214275,"[-1.6880026960688, 0.826988773640246]","217",-1.6880026960688,0.826988773640246,1004,0,194736,0,0,0.641591245948133
"48",260,"Protein-calorie malnutrition",0.409938060526993,0.719216748560537,"[-0.991504629871432, 2.42993812699251]","263,263.0,263.1,263.8,263.9,783.2,783.22,V85.0,V85.51",-0.991504629871432,2.42993812699251,163165,2306,194736,0.0118416728288555,0.0141329329206631,0.872833068324684
"49",426.21,"First degree AV block",0.350168277898824,0.324488964034052,"[-0.356247323352488, 1.00522525142059]","426.11",-0.356247323352488,1.00522525142059,1161,1,194736,5.13515734122093e-06,0.000861326442721792,0.347320814441541
"50",389.4,"Tinnitus",0.271342259805199,-0.88836016570101,"[-2.47126085691082, 0.694540525508805]","388.3,388.30,388.31,388.32",-2.47126085691082,0.694540525508805,11433,49,194736,0.000251622709719826,0.00428583923729555,0.807617233630584
"51",782,"Symptoms involving skin and other integumentary tissue",0.972351278683084,-0.0434072992104898,"[-2.49805360039013, 2.41123900196915]","782",-2.49805360039013,2.41123900196915,0,0,194736,0,NA,1.25239357485218
"52",871.1,"Open wound of hand except finger(s)",0.18763362753858,2,"[-0.975024902369658, 4.97502490236966]","882,882.0,882.1,882.2",-0.975024902369658,4.97502490236966,0,0,194736,0,NA,1.51789773987495
"53",743.2,"Pathologic fracture",0.472907855704284,0.845017473053535,"[-1.4624577942984, 3.15249274040547]","733.1,733.10,733.11,733.12,733.16,733.19,V13.51,V54.2,V54.20,V54.21,V54.22,V54.24,V54.26,V54.29",-1.4624577942984,3.15249274040547,11252,16,194736,8.2162517459535e-05,0.00142196942765731,1.17730493292377
"54",427.3,"Other specified cardiac dysrhythmias",0.741565439755375,0.231944451264478,"[-1.14655449713409, 1.61044339966304]","427.8,427.89",-1.14655449713409,1.61044339966304,3880,9,194736,4.62164160709884e-05,0.00231958762886598,0.703328713829432
"55",483,"Acute bronchitis and bronchiolitis",0.651639367154839,-0.593317139842537,"[-3.16899040334357, 1.98235612365849]","464.4,466,466.0,466.1,466.11,466.19",-3.16899040334357,1.98235612365849,15940,30,194736,0.000154054720236628,0.00188205771643664,1.31414315967927
"56",277.4,"Disorders of bilirubin excretion",0.419471336954563,-1.43132826120039,"[-4.90614201920911, 2.04348549680833]","277.4,791.4",-4.90614201920911,2.04348549680833,3030,5,194736,2.56757867061047e-05,0.00165016501650165,1.77289673964298
"57",427.22,"Atrial flutter",0.28344484750337,1.23676555588433,"[-1.02315133753193, 3.49668244930059]","427.32",-1.02315133753193,3.49668244930059,8481,9,194736,4.62164160709884e-05,0.0010611956137248,1.15304001055233
"58",614.52,"Vaginitis and vulvovaginitis",0.187473306167631,1.21281904123216,"[-0.59060900960826, 3.01624709207258]","616.1,616.10,616.11",-0.59060900960826,3.01624709207258,13684,2,194736,1.02703146824419e-05,0.000146156094709149,0.920133260134181
"59",523,"Gingival and periodontal diseases",0.157039003052161,0.843685338878329,"[-0.324848461059782, 2.01221913881644]","523,523.6,523.8,523.9",-0.324848461059782,2.01221913881644,42675,70,194736,0.000359461013885465,0.00164030462800234,0.596201669599726
"60",530.5,"Disorders of esophageal motility",0.0246957352435473,1.51401233096659,"[0.192890786927649, 2.83513387500554]","530.0,530.5",0.192890786927649,2.83513387500554,34205,31,194736,0.000159189877577849,0.000906300248501681,0.674053990001747
"61",395.2,"Nonrheumatic aortic valve disorders",0.373133743643875,-0.219233966671313,"[-0.70169706891268, 0.263229135570054]","424.1",-0.70169706891268,0.263229135570054,3221,10,194736,5.13515734122093e-05,0.00310462589257994,0.246159167233161
"62",598,"Abnormal findings on examination of urine",0.0261205020905469,-1.35542841126615,"[-2.54971557213932, -0.161141250392977]","791,791.1,791.3",-2.54971557213932,-0.161141250392977,2882,0,194736,0,0,0.609341380909832
"63",418,"Nonspecific chest pain",0.692519548283575,0.267104047652233,"[-1.05678009110936, 1.59098818641383]","786.5,786.50,786.59",-1.05678009110936,1.59098818641383,73428,106,194736,0.000544326678169419,0.00144359100070818,0.675463503005273
"64",415.11,"Pulmonary embolism and infarction, acute",0.0142282506011308,1.51916979626465,"[0.304574439094162, 2.73376515343514]","415.1,415.12,415.13,415.19",0.304574439094162,2.73376515343514,49161,65,194736,0.000333785227179361,0.00132218628587702,0.61970289594659
"65",480.11,"Pneumococcal pneumonia",0.0381263493885638,-1.34613473301176,"[-2.6185646870018, -0.0737047790217178]","481,481.0",-2.6185646870018,-0.0737047790217178,86362,197,194736,0.00101162599622052,0.00228109585234247,0.649210885519738
"66",721.1,"Spondylosis without myelopathy",0.246520841051516,0.336049312605292,"[-0.232315394548047, 0.904414019758632]","721.0,721.00,721.2,721.3,721.90",-0.232315394548047,0.904414019758632,31705,28,194736,0.000143784405554186,0.000883141460337486,0.289987322030674
"67",562.2,"Diverticulitis",4.96338751925849e-06,1.1176900507148,"[0.637954122847272, 1.59742597858232]","562.01,562.03,562.11,562.13",0.637954122847272,1.59742597858232,8025,42,194736,0.000215676608331279,0.00523364485981308,0.244767726168247
"68",411.1,"Unstable angina (intermediate coronary syndrome)",0.350721273755906,-1.52730573993696,"[-4.73507746421912, 1.6804659843452]","411.1",-4.73507746421912,1.6804659843452,18134,40,194736,0.000205406293648837,0.00220580125730672,1.63664830047116
"69",496.1,"Emphysema",0.590147215257944,-0.524514275879795,"[-2.4331398758418, 1.38411132408221]","492,492.0,492.8",-2.4331398758418,1.38411132408221,34386,71,194736,0.000364596171226686,0.00206479381143489,0.973806465331507
"70",365.11,"Primary open angle glaucoma",0.208869545686227,-1.15242690457917,"[-2.9497940070098, 0.644940197851464]","365.11",-2.9497940070098,0.644940197851464,14952,68,194736,0.000349190699203024,0.00454788657035848,0.917040882693782
"71",716.9,"Arthropathy NOS",0.63938362149302,0.208934239564177,"[-0.665026211225478, 1.08289469035383]","716,716.8,716.80,716.81,716.82,716.83,716.84,716.85,716.86,716.87,716.88,716.89,716.9,716.90,716.91,716.92,716.93,716.94,716.95,716.96,716.97,716.98,716.99",-0.665026211225478,1.08289469035383,395281,1096,194736,0.00562813244597815,0.00277271105871519,0.445906382812819
"72",332,"Parkinson's disease",0.148117411503183,1.12497545463436,"[-0.39963472678674, 2.64958563605547]","332,332.0,332.00",-0.39963472678674,2.64958563605547,89601,10653,194736,0.0547048311560266,0.118893762346402,0.777876631125385
"73",650,"Normal delivery",0.396227041539688,-0.510036948044024,"[-1.68834791109808, 0.668274015010035]","650,650.0",-1.68834791109808,0.668274015010035,29053,327,194736,0.00167919645057925,0.0112552920524559,0.60119010979203
"74",627.3,"Postmenopausal atrophic vaginitis",0.834313342790328,0.115342900871661,"[-0.965428252170251, 1.19611405391357]","627.3",-0.965428252170251,1.19611405391357,224,0,194736,0,0,0.551423986137958
"75",727.5,"Rupture of synovium",0.229967420348475,-1.69130408811829,"[-4.45269774881659, 1.07008957258001]","727.5,727.50,727.51,727.59",-4.45269774881659,1.07008957258001,1047,0,194736,0,0,1.4089002055547
"76",480.2,"Viral pneumonia",0.230669169080673,-0.763322789782527,"[-2.01147825240912, 0.484832672844064]","052.1,055.1,480,480.0,480.1,480.2,480.3,480.8,480.9,484.1",-2.01147825240912,0.484832672844064,9623,27,194736,0.000138649248212965,0.00280577782396342,0.636825713366104
"77",990,"Effects radiation NOS",0.584567621605097,0.366271994664376,"[-0.946782674483918, 1.67932666381267]","558.1,595.82,655.6,655.60,655.61,655.63,909.2,990,990.0,E873.2,V15.3",-0.946782674483918,1.67932666381267,99263,117,194736,0.000600813408922849,0.00117868692261971,0.669938161877209
"78",971,"Poisoning by drugs primarily affecting the autonomic nervous system",0.201685669251807,1.32858617807688,"[-0.710930586167788, 3.36810294232154]","971,971.0,971.1,971.2,971.3,971.9,E855.3,E855.4,E855.5,E855.6,E855.8,E855.9,E941,E941.0,E941.1,E941.2,E941.3,E941.9",-0.710930586167788,3.36810294232154,103,1,194736,5.13515734122093e-06,0.00970873786407767,1.04058889874106
"79",729,"Other disorders of soft tissues",0.270115395181573,1.39637407131799,"[-1.08535489078235, 3.87810303341832]","729,729.9,729.90,729.91,729.92,729.99",-1.08535489078235,3.87810303341832,662,3,194736,1.54054720236628e-05,0.00453172205438067,1.26621151290325
"80",272.12,"Hyperglyceridemia",0.809280053207229,0.228575389922994,"[-1.62761027574985, 2.08476105559584]","272.1",-1.62761027574985,2.08476105559584,6676,35,194736,0.000179730506942733,0.00524266027561414,0.947050905176931
"81",962.3,"Hormones and synthetic substitutes causing adverse effects in therapeutic use",0.366091314648602,0.788150469676975,"[-0.920981898214178, 2.49728283756813]","962,962.2,962.4,962.5,962.6,962.7,962.9,E858.0,E932,E932.1,E932.2,E932.4,E932.5,E932.6,E932.7,E932.9",-0.920981898214178,2.49728283756813,0,0,194736,0,NA,0.872022333763564
"82",686.3,"Pilonidal cyst",0.342592115933343,0.86638944380157,"[-0.922853817673456, 2.6556327052766]","685,685.0,685.1",-0.922853817673456,2.6556327052766,1997,1,194736,5.13515734122093e-06,0.000500751126690035,0.912895989716316
"83",603.1,"Hydrocele",0.866365950202167,0.188526556279622,"[-2.00729870708584, 2.38435181964508]","603,603.0,603.1,603.8,603.9",-2.00729870708584,2.38435181964508,2890,1,194736,5.13515734122093e-06,0.000346020761245675,1.12033959842418
"84",189.21,"Malignant neoplasm of bladder",0.95251811213682,0.0442438759076477,"[-1.41207595053937, 1.50056370235467]","188,188.0,188.1,188.2,188.3,188.4,188.5,188.6,188.7,188.8,188.9,V10.51",-1.41207595053937,1.50056370235467,57538,139,194736,0.00071378687042971,0.00241579477910251,0.743033973039446
"85",218.1,"Uterine leiomyoma",0.149482949004408,-0.22504814018151,"[-0.531068974176099, 0.0809726938130786]","218,218.0,218.1,218.2,218.9",-0.531068974176099,0.0809726938130786,27826,52,194736,0.000267028181743489,0.001868755839862,0.156135947603345
"86",760,"Back pain",0.720951089917548,0.115148598388979,"[-0.516695482459326, 0.746992679237283]","724.1,724.2,724.20,724.5",-0.516695482459326,0.746992679237283,63260,125,194736,0.000641894667652617,0.00197597217831173,0.322375352726994
"87",442.1,"Aortic aneurysm",0.41978313698499,-1.09324849104208,"[-3.74909157906488, 1.56259459698072]","441,441.0,441.00,441.01,441.02,441.03,441.1,441.2,441.5,441.6,441.7,441.9",-3.74909157906488,1.56259459698072,209704,715,194736,0.00367163749897297,0.00340956777171632,1.35504688298956
"88",514.1,"Abnormal results of function study of pulmonary system",0.130581913312262,-0.712223389564579,"[-1.63557429683814, 0.211127517708984]","794.2",-1.63557429683814,0.211127517708984,195,0,194736,0,0,0.47110605835456
"89",402,"Elevated blood pressure reading without diagnosis of hypertension",0.407138764658758,-0.945270942208314,"[-3.18029229759409, 1.28975041317746]","796.2",-3.18029229759409,1.28975041317746,18,0,194736,0,0,1.1403379720318
"90",601,"Inflammatory diseases of prostate",0.462424303834754,0.603441919989722,"[-1.00601188213896, 2.21289572211841]","601",-1.00601188213896,2.21289572211841,7297,18,194736,9.24328321419768e-05,0.00246676716458819,0.821164988144604
"91",562,"Diverticulosis and diverticulitis",0.0629535959476627,0.887427183745255,"[-0.047935797229217, 1.82279016471973]","562,562.0,562.1",-0.047935797229217,1.82279016471973,18111,19,194736,9.75679894831978e-05,0.00104908619071283,0.477234780002335
"92",804,"Fracture of hand or wrist",0.82808784371646,0.120188837737047,"[-0.964594835098237, 1.20497251057233]","814,814.0,814.00,814.01,814.02,814.03,814.04,814.05,814.06,814.07,814.08,814.09,814.1,814.10,814.11,814.12,814.13,814.14,814.15,814.16,814.17,814.18,814.19,815,815.0,815.00,815.01,815.02,815.03,815.04,815.09,815.1,815.10,815.11,815.12,815.13,815.14,815.19,816,816.0,816.00,816.01,816.02,816.03,816.1,816.10,816.11,816.12,816.13,817,817.0,817.1",-0.964594835098237,1.20497251057233,1651,6,194736,3.08109440473256e-05,0.00363416111447608,0.553471227732713
"93",368.4,"Visual field defects",0.954760722335728,0.0516247960165368,"[-1.73197718482222, 1.83522677685529]","368.4,368.40,368.41,368.42,368.43,368.44,368.45,368.46,368.47",-1.73197718482222,1.83522677685529,14969,67,194736,0.000344055541861803,0.00447591689491616,0.910017732421402
"94",480.1,"Bacterial pneumonia",0.200576548445814,2,"[-1.06265742392267, 5.06265742392267]","003.22,020.3,020.4,020.5,021.2,022.1,031.0,039.1,073.0,083.0,482,482.0,482.2,482.3,482.30,482.31,482.32,482.39,482.4,482.40,482.42,482.49,482.8,482.81,482.82,482.83,482.84,482.89,482.9,483.0,483.1,484.3,484.5",-1.06265742392267,5.06265742392267,184940,613,194736,0.00314785145016843,0.00331458851519412,1.56260903163554
"95",722.1,"Displacement of intervertebral disc",0.23976423129003,0.785271935853503,"[-0.523962278919526, 2.09450615062653]","722.0,722.1,722.10,722.11,722.2",-0.523962278919526,2.09450615062653,18820,25,194736,0.000128378933530523,0.00132837407013815,0.667988914643382
"96",690,"Erythematosquamous dermatosis",0.688314877433856,-0.319117698253062,"[-1.8783104712713, 1.24007507476517]","690,690.8",-1.8783104712713,1.24007507476517,16,0,194736,0,0,0.79552113473357
"97",427.8,"Sinoatrial node dysfunction (Bradycardia)",0.875472309113937,0.162043159418718,"[-1.86460438626438, 2.18869070510182]","427.81",-1.86460438626438,2.18869070510182,7894,40,194736,0.000205406293648837,0.00506713959969597,1.03402285025084
